GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENSG00000237584	0	1	0	0	0	0
ENSG00000237588	2	2	2	1	7	3
ENSG00000237590	0	2	0	0	0	0
ENSG00000237594	34	26	17	77	58	86
ENSG00000237595	30.99999	33	37.99999	46	22.00001	31.99999
ENSG00000237596	41	31	45	0	0	2
ENSG00000237603	0	3	0	0	0	0
ENSG00000237605	32	13	12	4	6	5
ENSG00000237609	0	1	0	0	0	0
ENSG00000237613	1	0	0	0	0	0
ENSG00000237614	0	0	0	0	0	1
ENSG00000237617	1	3	6	1	1	0
ENSG00000237622	0	0	0	1	0	0
ENSG00000237623	1	0	0	0	0	0
ENSG00000237624	0	0	0	2	2	1
ENSG00000237626	0	0	1	0	2	0
ENSG00000237637	0	2	3	0	0	0
ENSG00000237638	166	126.99999	130	270	223.99999	271.99999
ENSG00000237640	14	15	14	21	29	12
ENSG00000237643	2344	1667	2016	936.99999	455	763
ENSG00000237649	263	218	169	287	303	304
ENSG00000237651	978	756	870	370.99999	236	364
ENSG00000237655	2	0	0	1	0	0
ENSG00000237661	0	0	0	1	0	0
ENSG00000237664	3	3	1	1	0	0
ENSG00000237667	1	1	0	0	0	0
ENSG00000237668	1	1	0	6	0	1
ENSG00000237669	0	0	1	0	0	0
ENSG00000237671	0	0	1	0	0	0
ENSG00000237672	0	0	1	0	0	0
ENSG00000237676	0	0	1	0	3	1
ENSG00000237679	0	0	1	0	0	0
ENSG00000237682	0	1	0	0	0	0
ENSG00000237685	3	5	2	1	3	0
ENSG00000237686	270	220.99999	216	225	157.00001	197
ENSG00000237689	3	2	5	0	0	0
ENSG00000237693	7	11	15	0	0	0
ENSG00000237699	0	1	0	0	0	0
ENSG00000237705	0	0	1	0	0	0
ENSG00000237713	0	0	0	8	6	13
ENSG00000237714	0	1	0	0	0	1
ENSG00000237718	0	0	0	0	1	0
ENSG00000237719	0	7	3	0	0	0
ENSG00000237729	20	14	20	17	25	20
ENSG00000237730	0	1	0	1	0	1
ENSG00000237737	0	3	1	3	0	1
ENSG00000237741	0	1	1	1	0	1
ENSG00000237742	2	1	0	0	0	0
ENSG00000237745	1	0	0	0	1	1
ENSG00000237748	0	0	0	0	1	0
ENSG00000237749	0	4	2	1	1	0
ENSG00000237753	49	34	47	67	63	40
ENSG00000237757	0	0	0	1	2	0
ENSG00000237758	290	264	249	367	498	268
ENSG00000237763	0	0	0	0	0	2
ENSG00000237765	1573	1205.99998	1229.00001	918.00002	416.99999	652.99999
ENSG00000237766	0	0	0	0	2	0
ENSG00000237772	0	1	1	0	0	0
ENSG00000237773	114	110	155	93	42	66
ENSG00000237774	0	0	1	0	0	1
ENSG00000237781	14	11	6	5	6	1
ENSG00000237784	0	0	0	0	2	0
ENSG00000237786	0	0	0	0	0	3
ENSG00000237787	0	0	0	0	1	0
ENSG00000237788	0	1	0	0	3	0
ENSG00000237793	0	0	0	0	0	1
ENSG00000237797	0	0	0	2	0	0
ENSG00000237803	1	1	2	1	4	5
ENSG00000237806	0	0	1	0	0	0
ENSG00000237807	55.99999	38.00001	32	1	0	0
ENSG00000237813	91	101	87	51	21	23
ENSG00000237819	4	3.99999	8	10	3	7
ENSG00000237821	26	21	18	18	33	16
ENSG00000237828	0	0	0	1	6	0
ENSG00000237836	3	9	5	0	3	3
ENSG00000237840	5	1	0	2	3	3
ENSG00000237842	0	1	0	1	0	0
ENSG00000237846	0	0	0	0	0	1
ENSG00000237848	0	0	1	0	0	0
ENSG00000237849	0	0	0	0	1	1
ENSG00000237850	4	5	8	0	0	0
ENSG00000237851	0	0	0	4	0	0
ENSG00000237852	4	1	2	1	0	1
ENSG00000237854	37	42	39	12	12	9
ENSG00000237856	1	2	0	0	0	0
ENSG00000237862	7	6	0	1	1.99999	4.00001
ENSG00000237870	3	5	9	0	0	0
ENSG00000237872	0	0	0	1	0	0
ENSG00000237877	126.99999	122.99999	129	87.00001	74.00001	48.00002
ENSG00000237879	2	3	5	4	3	0
ENSG00000237880	1	1	3	0	0	0
ENSG00000237883	390.99999	299	303	35	32	43
ENSG00000237886	3.99994	1	1	2	0	0
ENSG00000237887	0	0	1	0	1	1
ENSG00000237888	0	0	0	1	0	0
ENSG00000237892	2	0	0	0	0	0
ENSG00000237903	2	0	0	3	19	0
ENSG00000237904	0	2	1	0	0	0
ENSG00000237920	3	0	0	0	0	0
ENSG00000237923	0	1	0	2	20	3
ENSG00000237927	0	0	0	1	0	0
ENSG00000237928	1	0	1	1	0	0
ENSG00000237934	1	0	1	2	0	0
ENSG00000237936	0	0	0	0	20	0
ENSG00000237938	3	7	0	27	38	3
ENSG00000237945	29	19	23	787	621.99998	632.99999
ENSG00000237949	0	0	0	1	0	0
ENSG00000237950	26	21	23	34.99999	15	21
ENSG00000237953	0	4	1	0	0	0
ENSG00000237972	1	2	0	1	0	0
ENSG00000237973	312	260	352	673	1478	491
ENSG00000237976	90	56	62	43	28	42
ENSG00000237978	0	0	1	796.00001	444.00001	666
ENSG00000237979	1	0	1	0	0	0
ENSG00000237980	2	1	1	7	3	14.00002
ENSG00000237988	0	0	1	1.99999	0	0
ENSG00000237989	0	0	0	0	1	2
ENSG00000237991	16	10	13	30	35	22
ENSG00000238000	30	30	15	31	41	20
ENSG00000238001	0	1	1	1	0	0
ENSG00000238003	0	1	0	1	1	1
ENSG00000238005	43	36	42	118	85	67.99999
ENSG00000238031	0	2	5	0	0	0
ENSG00000238035	10	15	29	2	3	3
ENSG00000238039	0	3	1	5	1	2
ENSG00000238041	7	3	6	2	0	0
ENSG00000238043	1	0	0	0	0	0
ENSG00000238045	297.00001	277.00001	312.99999	283.99999	370	215.99998
ENSG00000238054	1	0	0	0	0	0
ENSG00000238058	182	208	203	135.00001	21	27
ENSG00000238061	0	0	1	0	0	0
ENSG00000238062	3	5	2	0	0	0
ENSG00000238063	1	0	0	0	0	0
ENSG00000238076	0	1	2	0	2	0
ENSG00000238078	0	0	0	0	1	0
ENSG00000238082	110	62	68	148	204	89
ENSG00000238083	98.00001	70.99999	74	84.00001	60.00001	85
ENSG00000238084	1	2	0	0	5	0
ENSG00000238085	3	1	0	0	3	2
ENSG00000238097	0	0	1	0	0	0
ENSG00000238103	1479	1547	1495	2551	1930	2052
ENSG00000238105	1	0	1	1	1	0
ENSG00000238107	14	10	5.99999	5	0	3.99999
ENSG00000238109	0	0	1	2	0	0
ENSG00000238110	0	0	0	1	0	0
ENSG00000238113	5.00001	5.00001	8	0.99999	3	1
ENSG00000238116	0	1	0	0	1	0
ENSG00000238120	470	494	489	275.00002	184	192
ENSG00000238121	0	1	1	0	1	0
ENSG00000238123	46	31	19	24	8	17
ENSG00000238124	2	0	0	0	0	0
ENSG00000238129	0	0	0	1	0	0
ENSG00000238132	0	0	0	0	1	0
ENSG00000238140	1	5	0	2	1	1
ENSG00000238141	17	3	10	5	1	6
ENSG00000238142	667	503.99999	541	844.99998	522.99999	668.00001
ENSG00000238145	1	0	0	0	0	0
ENSG00000238153	1	2	0	0	0	0
ENSG00000238156	0	2	0	1	3	2
ENSG00000238160	4	5	4	4	0	2
ENSG00000238164	11	6	8	3	2	7
ENSG00000238165	0	1	0	1	1	0
ENSG00000238168	0	1	0	0	0	0
ENSG00000238172	1	1	2	1	4	0
ENSG00000238173	0	0	0	0	0	1
ENSG00000238184	0	5	2	4	9	5
ENSG00000238186	4	12	0	19	0	9
ENSG00000238188	2	0	0	1	0	0
ENSG00000238193	0	2	0	0	0	0
ENSG00000238195	1	1	0	0	0	0
ENSG00000238197	2	8	6	4	2	3
ENSG00000238198	22	6	9	14	8	1
ENSG00000238199	1	0	0	0	0	0
ENSG00000238207	0	0	0	0	0	0.99999
ENSG00000238217	0	0	0	0	3	0
ENSG00000238221	2	3	1	2	0	0
ENSG00000238222	1	0	0	0	0	0
ENSG00000238225	0	0	1	0	0	0
ENSG00000238227	315	296	372	660	1372	452
ENSG00000238228	0	0	0	5	0	0
ENSG00000238245	1	0	0	0	0	0
ENSG00000238247	0	1	1	0	0	0
ENSG00000238251	30	27	31	11	16	5
ENSG00000238258	2	2	4	21	13	4
ENSG00000238260	3	3	1	4	0	1
ENSG00000238269	0	0	5	4	1	0
ENSG00000238271	0	3	0	0	0	0
ENSG00000238272	1	1	0	0	0	0
ENSG00000238273	0	0	1	0	1	0
ENSG00000238278	0	1	0	0	0	0
ENSG00000238279	106	100	83	75	48	50
ENSG00000238280	7	8	11	1	1	0
ENSG00000238282	2	4	4	0	0	0
ENSG00000238284	0	1	0	0	0	0
ENSG00000238286	0	0	0	1	0	0
ENSG00000238287	158.99999	153	141.99999	134	120	96.99999
ENSG00000238290	29	42.99999	31.99999	196	266.00001	132.00001
ENSG00000238297	0	0	0	1	0	0
ENSG00000238326	0	0	1	0	0	0
ENSG00000238364	0	0	0	6	0	3
ENSG00000238366	0	1	0	0	0	0
ENSG00000238391	1	0	0	0	1	0
ENSG00000238405	0	1	0	0	0	0
ENSG00000238420	0	0	0	6	3	0
ENSG00000238578	0	0	1	0	0	1
ENSG00000238724	0	1	0	0	0	0
ENSG00000238728	0	3	1	0	4	0
ENSG00000238755	1	1	2	0	0	0
ENSG00000238782	3	0	0	0	0	0
ENSG00000238829	0	0	0	7	5	0
ENSG00000238832	2	2	0	0	0	3
ENSG00000238837	4	0	0	0	0	1
ENSG00000238943	0	0	0	3	0	0
ENSG00000238961	0	1	0	0	0	0
ENSG00000238964	0	0	0	3	2	0
ENSG00000239002	0	1	2	4	5	1
ENSG00000239005	1	0	0	1	1	3
ENSG00000239078	0	0	0	0	1	0
ENSG00000239093	113	94	100	0	0	1
ENSG00000239118	0	0	2	1	0	0
ENSG00000239122	0	0	0	2	2	2
ENSG00000239128	0	0	0	1	1	1
ENSG00000239137	2	1	2	3	10	6
ENSG00000239149	27	0	0	11	109	32
ENSG00000239151	10	8	9	3	4	6
ENSG00000239183	0	0	0	0	0	6
ENSG00000239198	0	1	0	1	1	0
ENSG00000239200	1	1	2	2	1	0
ENSG00000239201	0	0	0	0	1	0
ENSG00000239210	0	1	3	0	0	0
ENSG00000239212	0	0	0	2	0	0
ENSG00000239213	300.00001	271.99999	283.00001	172.00001	118.00001	150.00001
ENSG00000239219	0	1	0	0	0	0
ENSG00000239221	0	0	0	0	1	0
ENSG00000239223	9	5	4	7	6	6
ENSG00000239224	0	0	0	1	1	0
ENSG00000239227	0	1	0	0	0	0
ENSG00000239246	10	9	6	45	13	14
ENSG00000239247	0	1	0	10	2	0
ENSG00000239253	0	0	0	4	0	3
ENSG00000239254	0	0	1	6	1	0
ENSG00000239256	2	0	1	0	1	1
ENSG00000239261	0	0	0	0	0	1
ENSG00000239264	571	470	526	266	232	213
ENSG00000239268	1	0	0	1	0	1
ENSG00000239269	0	2	1	1	3	0
ENSG00000239272	2	1	0	1	0	0
ENSG00000239282	106	121	120	45	37	52
ENSG00000239291	0	0	0	1	1	1
ENSG00000239300	3	0	1	8	3	3
ENSG00000239305	21	32	21	8	6	10
ENSG00000239306	395	365	359	291	310	253
ENSG00000239317	1	0	0	0	0	0
ENSG00000239322	29	11	22	3	1	3
ENSG00000239335	10	4	4	1	2	0
ENSG00000239344	1	0	0	0	0	0
ENSG00000239345	2	0	1	1	2	1
ENSG00000239377	5	3	4	0	0	0
ENSG00000239382	156.00001	121.00001	130	125	127	128.00001
ENSG00000239388	3	0	5	0	2	0
ENSG00000239389	50	47	34	14	1	4
ENSG00000239415	22	34	34	33	30	4
ENSG00000239440	3	0	0	0	0	0
ENSG00000239445	3	8	0	1	0	0
ENSG00000239455	3	0	0	0	0	0
ENSG00000239466	1	0	0	0	0	0
ENSG00000239470	5	3	3	11	14	8
ENSG00000239472	2	0	0	0	0	0
ENSG00000239474	4	3	4	3	0	1
ENSG00000239480	1	0	0	2	0	0
ENSG00000239482	0	0	2	0	0	1
ENSG00000239483	5	0	1	0	0	0
ENSG00000239486	16	10	3	27	7	8
ENSG00000239523	282.00003	251.99997	277	76.00002	59	36
ENSG00000239524	0	0	0	1	0	0
ENSG00000239525	0	0	0	1	0	0
ENSG00000239527	0	0	0	1	1	0
ENSG00000239544	159	236	199	51	38	47
ENSG00000239557	1	0	0	0	0	0
ENSG00000239559	9	3	7	50	27	21
ENSG00000239569	457.99998	422	471.99999	229	226	184.99998
ENSG00000239572	0	1	0	0	1	0
ENSG00000239577	0	0	1	7	1	0
ENSG00000239593	5	3	4	3	4	6
ENSG00000239602	0	0	0	0	2	0
ENSG00000239605	54	50	29	0	1	0
ENSG00000239607	0	1	0	0	1	0
ENSG00000239614	0	1	0	1	0	0
ENSG00000239617	0	0	0	2	0	0
ENSG00000239620	141	110	119	1	1	0
ENSG00000239622	0	0	0	1	0	0
ENSG00000239628	3	3	2	0	0	0
ENSG00000239636	17	6	2	14	2	7
ENSG00000239648	1	0	0	0	0	0
ENSG00000239653	0	0	2	0	0	0
ENSG00000239670	0	0	0	1	0	0
ENSG00000239672	12783	11122	10876.00001	14221.00001	10560	12397.99999
ENSG00000239697	185	158.99999	154.99999	45.00001	58	33.99999
ENSG00000239701	0	0	1	0	0	0
ENSG00000239702	0	0	6	0	0	0
ENSG00000239704	4	5	15	13	7	10
ENSG00000239705	21	4	11	7	2	1
ENSG00000239713	816.99999	760	816	15	10	16
ENSG00000239718	0	0	1	0	0	0
ENSG00000239719	6	4	8	10	14	9
ENSG00000239726	0	0	0	1	2	0
ENSG00000239731	1	0	3	0	1	0
ENSG00000239732	0	0	1	0	0	0
ENSG00000239739	0	2	0	0	0	0
ENSG00000239763	5	6	6	7	27	3
ENSG00000239774	13	10.99999	13	3	1	0
ENSG00000239779	1325.00001	1250	1206	1882	1668.99998	2042
ENSG00000239789	5094	4680	4921	13741	10869	11312
ENSG00000239791	31	19	23	33	21	6
ENSG00000239797	0	0	0	0	1	0
ENSG00000239805	0	1	0	4	0	0
ENSG00000239809	3	0	2	2	1	3
ENSG00000239820	1	0	0	0	0	0
ENSG00000239821	0	0	1	2	1	1
ENSG00000239828	6	2	2	0	0	0
ENSG00000239830	0	1	0	0	0	0
ENSG00000239857	72	88	49	40	33	52
ENSG00000239872	2	4	1	0	0	1
ENSG00000239873	0	1	0	1	2	1
ENSG00000239883	0	1	1	1	0	3
ENSG00000239884	0	0	0	1	1	0
ENSG00000239887	77	73	59	138	180	123
ENSG00000239888	0	0	0	1	0	0
ENSG00000239899	0	1	1	2	0	0
ENSG00000239900	3825	3201.99999	3326	3578.99999	2251	3002
ENSG00000239906	5	5	2	1	1	1
ENSG00000239908	0	0	2	0	0	0
ENSG00000239910	0	0	0	0	1	0
ENSG00000239911	20.00001	13	11	5	3	10
ENSG00000239912	54	3	0	16	0	1
ENSG00000239917	7	3	6	8	12	7
ENSG00000239920	18	19	26	6	1	5
ENSG00000239921	1	0	0	0	0	0
ENSG00000239922	0	2	0	0	0	0
ENSG00000239930	14	6	4	1	0	3
ENSG00000239932	0	1	0	0	0	0
ENSG00000239941	1	0	0	0	1	0
ENSG00000239944	3	2	3	0	0	0
ENSG00000239958	0	0	0	0	1	0
ENSG00000239969	0	2	0	0	0	0
ENSG00000240003	1	1	1	6	9	7
ENSG00000240005	70	58	62	12	18	13
ENSG00000240006	41	53	51	30	32	20
ENSG00000240021	11	6	6	1	4	1
ENSG00000240023	2	1	1	5	10	5
ENSG00000240024	1	0	0	0	0	0
ENSG00000240032	1	0	3	0	0	1
ENSG00000240036	10	6	6	9	8	5
ENSG00000240038	1	1	2	3	1	1
ENSG00000240048	0	0	0	0	1	0
ENSG00000240051	0	3	0	0	0	0
ENSG00000240052	0	0	0	1	0	1
ENSG00000240053	11	1	3	62	23	3
ENSG00000240057	19	10	22.99999	23	26	21
ENSG00000240063	1	6	1	0	0	1.99997
ENSG00000240065	2932	2371	2503	2615	2649	2531
ENSG00000240086	0	1	0	0	1	3
ENSG00000240087	9	9	3	7	18	13
ENSG00000240093	6	2	3	0	0	0
ENSG00000240098	4	0	0	0	1	0
ENSG00000240106	0	0	0	0	2	0
ENSG00000240125	0	0	0	1	0	0
ENSG00000240132	1	1	0	4	0	0
ENSG00000240137	259.99999	177.99999	216	173	98.99999	164
ENSG00000240138	0	0	0	0	3	0
ENSG00000240143	1	0	2	0	0	1
ENSG00000240160	1	1	1	3	0	0
ENSG00000240163	5	0	0	0	0	0
ENSG00000240179	0	0	0	0	2	0
ENSG00000240180	1	1	3	0	0	1
ENSG00000240184	867	690	782	275	267	219
ENSG00000240204	107	144	158	48	23	49
ENSG00000240207	5	3	4	4	0	1
ENSG00000240211	26	17	24	21	5	10
ENSG00000240216	0	2	1	4	3	3
ENSG00000240219	7	2	2	0	0	0
ENSG00000240225	0	3	3	0	0	1
ENSG00000240230	1915	1828	2087.99999	831	530	600
ENSG00000240231	1	1	0	0	0	0
ENSG00000240233	0	0	1	0	0	0
ENSG00000240244	0	0	0	0	1	0
ENSG00000240250	0	0	0	0	2	1
ENSG00000240270	2	0	0	2	1	0
ENSG00000240280	0	0	1	0	0	0
ENSG00000240288	6	10	12	10	8	1
ENSG00000240291	12	14	7	15	8	8
ENSG00000240294	0	0	0	0	0	1
ENSG00000240299	0	0	0	0	0	1
ENSG00000240303	55	41	51	38	29	32
ENSG00000240305	0	0	1	0	0	0
ENSG00000240311	1	0	0	1	0	2
ENSG00000240342	352	250	243	963	761	596
ENSG00000240344	130	123	130.99999	69.00001	64	58
ENSG00000240350	57	59	48	12	5	3
ENSG00000240356	1	0	1	0	0	0
ENSG00000240371	1	0	0	2	1	1
ENSG00000240376	712	500	598	2329	1356	1452
ENSG00000240386	1	1	0	0	0	0
ENSG00000240395	1	0	0	1	0	0
ENSG00000240405	8	6	7	0	1	0
ENSG00000240409	1	0	0	1	1	0
ENSG00000240418	3	1	1	6	16	6
ENSG00000240423	6	3	0	1	7	4
ENSG00000240429	44	53	40	22	16	19
ENSG00000240435	0	0	1	0	0	0
ENSG00000240445	56	53	51	55	59	23
ENSG00000240449	3	7	8	1.99999	1	0
ENSG00000240457	0	0	0	1	0	0
ENSG00000240463	18	11	19	102	150	67
ENSG00000240476	594	532	647.99999	282.00001	226.99999	218.00001
ENSG00000240477	0	1	1	0	0	0
ENSG00000240480	1	0	0	0	0	0
ENSG00000240489	33	11	21	29	32	8
ENSG00000240490	1	0	0	0	0	0
ENSG00000240494	0	0	0	0	0	1
ENSG00000240497	131	116	125	12	3	4
ENSG00000240498	57	48	45	76	65	60
ENSG00000240505	1	0	0	0	2	0
ENSG00000240509	7	9	9	7	15	5
ENSG00000240521	0	1	0	0	0	1
ENSG00000240522	1	0	0	0	0	0
ENSG00000240531	1	0	1	0	0	1
ENSG00000240541	89	79	83	61	40	36
ENSG00000240549	0	0	1	0	1	0
ENSG00000240553	0	0	0	0	1	0
ENSG00000240563	0	1	1	0	0	0
ENSG00000240567	113	89	76	191	111	130
ENSG00000240573	1	0	0	0	0	0
ENSG00000240583	19	12	12	0	2	3
ENSG00000240589	0	1	0	0	2	0
ENSG00000240591	0	3	4	8	3	1
ENSG00000240616	16	10	8	14	11	11
ENSG00000240622	0	0	0	1	0	0
ENSG00000240625	0	0	0	4	0	1
ENSG00000240626	0	0	0	1	0	0
ENSG00000240634	5	0	0	1	4	0
ENSG00000240652	41	44	51	136	315	84
ENSG00000240668	0	0	0	1	0	0
ENSG00000240673	0	0	0	1	1	1
ENSG00000240674	0	0	0	0	2	1
ENSG00000240682	1840.99998	1510	1545	1252	936	1017
ENSG00000240687	13.00002	12.99999	5.99999	9	7	4
ENSG00000240694	8	4	6	30	35	33
ENSG00000240695	3	0	6	5	6	3
ENSG00000240707	1	0	0	0	0	0
ENSG00000240708	0	0	1	0	0	0
ENSG00000240718	0	3	2	0	1	0
ENSG00000240720	0	3	0	0	0	0
ENSG00000240723	0	0	0	1	0	0
ENSG00000240731	1	0	0	4	1	9
ENSG00000240739	0	0	1	0	0	0
ENSG00000240747	365	257	282	2	2	0
ENSG00000240750	0	0	0	0	4	0
ENSG00000240758	63	59.99999	99	23	10	14
ENSG00000240759	3	0	0	0	0	1
ENSG00000240764	3	5	0	0	0	0
ENSG00000240767	0	0	0	1	0	0
ENSG00000240770	0	0	0	1	11	0
ENSG00000240771	39	33	39	25	18.00001	20
ENSG00000240776	1	0	1	4	0	0
ENSG00000240785	2	0	0	0	0	0
ENSG00000240790	14	10	13	10	8	7
ENSG00000240793	0	0	1	0	0	2
ENSG00000240808	0	0	1	0	1	0
ENSG00000240809	0	0	0	1	1	0
ENSG00000240823	0	0	0	0	1	1
ENSG00000240846	7	12	6	9	6	7
ENSG00000240849	537	438	465	283	277	200
ENSG00000240857	162	213	193	104	69	119
ENSG00000240859	60	59	43	5	3	5
ENSG00000240871	0	0	0	0	1	1
ENSG00000240882	0	2	2	0	14	0
ENSG00000240889	48	47	24	19	20	10
ENSG00000240890	1	0	1	0	0	0
ENSG00000240891	178	131	133	79	72	77
ENSG00000240898	0	1	40	1	3	1
ENSG00000240919	1	0	0	0	0	0
ENSG00000240922	4	0	2	0	1	2
ENSG00000240950	1	3	0	7	12	2
ENSG00000240954	1	0	0	0	0	0
ENSG00000240970	5	2	2	0	0	1
ENSG00000240972	19247	16416	17098	19893.99999	19277.99999	17340.99999
ENSG00000240975	0	0	1	0	0	0
ENSG00000240983	0	0	0	0	1	0
ENSG00000240990	2	0	6	1	3	2
ENSG00000240991	0	0	1	0	1	3
ENSG00000240995	0	0	0	6	1	2
ENSG00000241002	0	0	1	0	0	0
ENSG00000241007	0	0	1	0	1	0
ENSG00000241015	6	9	3	3	4	6
ENSG00000241020	1	0	0	0	0	0
ENSG00000241030	2	0	0	1	0	0
ENSG00000241035	0	0	0	0	0	1
ENSG00000241048	0	0	0	5	1	2
ENSG00000241057	0	0	0	0	0	1
ENSG00000241058	157.00001	149	139	150	91	99
ENSG00000241061	3	2	0	8	9	2
ENSG00000241067	1	0	0	0	0	0
ENSG00000241069	0	0	0	0	1	0
ENSG00000241081	323	222	260	199	207	198
ENSG00000241082	0	0	0	2	0	0
ENSG00000241095	0	0	1	0	0	0
ENSG00000241097	0	0	0	0	1	0
ENSG00000241098	15	16	23	12	2	17
ENSG00000241104	0	1	0	0	0	0
ENSG00000241106	1	3	8	4	1	3
ENSG00000241111	0	1	0	0	0	0
ENSG00000241112	0	0	0	1	0	0
ENSG00000241120	1	3	0	2	3	1
ENSG00000241127	433	366	412	134	101.99999	149
ENSG00000241128	3	0	0	0	0	0
ENSG00000241135	46.99999	41.00003	41.00002	57	40	38
ENSG00000241146	0	0	0	0	1	1
ENSG00000241155	3	3	3	0	1	4
ENSG00000241157	0	1	0	0	0	0
ENSG00000241163	2	1	0	0	2	0
ENSG00000241172	0	0	1	0	0	0
ENSG00000241175	0	0	1	0	0	0
ENSG00000241183	0	0	0	1	0	0
ENSG00000241185	0	0	0	2	0	0
ENSG00000241213	1	0	0	0	0	0
ENSG00000241217	0	1	10	0	0	0
ENSG00000241219	0	0	0	0	2.00001	0
ENSG00000241220	15	15	10	17	13	8
ENSG00000241241	0	0	0	3	1	0
ENSG00000241258	1366.99999	1213	1361	951	522.99999	593.00002
ENSG00000241282	1	0	1	4	1	1
ENSG00000241288	147	144.00001	158.00001	80.99999	72.99998	54
ENSG00000241307	0	0	2	1	0	0
ENSG00000241313	15	30	20	3	7	10
ENSG00000241316	135	123.99999	106	19	9	23.00001
ENSG00000241322	7	7	6.99999	2	3	1
ENSG00000241326	0	1	0	0	1	1
ENSG00000241334	0	0	1	0	0	1
ENSG00000241343	5835.00001	5055.99998	5052	9183	7318	7146.99999
ENSG00000241350	1	5	5	0	1	0
ENSG00000241352	5	2	4	14	3	13
ENSG00000241356	1	0	0	0	0	1
ENSG00000241357	13	5	9	7	5	1
ENSG00000241359	2	0	1	32	27	47
ENSG00000241360	68	55	64	66	203	68
ENSG00000241362	1	0	0	0	0	0
ENSG00000241370	2456.99999	2190.00001	2444.99999	4579	3354.99999	3965.99999
ENSG00000241383	0	0	0	0	0	1
ENSG00000241388	0	0	0	46	32	38
ENSG00000241399	68	39	50	101	76	71
ENSG00000241404	8	11	12	4	1	3
ENSG00000241411	59	21	52	145	214	70
ENSG00000241420	0	0	0	0	1	0
ENSG00000241434	0	2	0	0	0	0
ENSG00000241456	4	0	3	2	2	2
ENSG00000241458	0	0	0	2	0	3
ENSG00000241462	1	0	1	1	0	0
ENSG00000241468	15839.00001	12696	12847	12399.00001	8144.99999	9608
ENSG00000241469	3	1	1	0	0	0
ENSG00000241472	102.99999	97.99999	99.00002	52	42.99999	43
ENSG00000241478	0	0	0	0	1	0
ENSG00000241479	0	0	1	0	0	0
ENSG00000241484	431	400	450.00001	903	803.99999	866.99999
ENSG00000241489	15	13	11	27	5	7
ENSG00000241493	3	1	2	1	0	0
ENSG00000241494	30	21	23	46	41	32
ENSG00000241499	3	0	1	5	0	2
ENSG00000241506	888	608	704	545	600	394
ENSG00000241511	9	7	7	14	3	3
ENSG00000241525	6	6	7	5	2	3
ENSG00000241527	21	8	13	0	0	0
ENSG00000241529	0	0	1	0	0	0
ENSG00000241537	0	0	1	0	0	0
ENSG00000241544	19.99999	11	11	19.99999	12.99999	16
ENSG00000241547	0	3	1	2	3	1
ENSG00000241553	3600	3234	3096	3049.99999	2195	2622.00001
ENSG00000241556	136	113	94	178	225	110
ENSG00000241560	0	0	0	1	0	0
ENSG00000241563	11	7	18	34	2	3
ENSG00000241570	1	0	0	1	1	1
ENSG00000241582	14	9	17	0	0	0
ENSG00000241593	2	2	1	2	4	1
ENSG00000241599	0	0	0	0	2	0
ENSG00000241612	3	4	2	10	11	1
ENSG00000241622	3	0	0	0	0	0
ENSG00000241627	81	4	3	164	2	8
ENSG00000241631	0	0	0	2	0	0
ENSG00000241634	4	7	8	3	16	0
ENSG00000241635	0	1	0	0	0	0
ENSG00000241640	0	0	0	0	1	0
ENSG00000241641	1	0	0	0	0	0
ENSG00000241644	1	2	0	0	1	0
ENSG00000241665	0	0	0	0	2	0
ENSG00000241666	2	1	1	0	1	0
ENSG00000241671	1	1	1	0	0	0
ENSG00000241679	0	0	0	0	1	0
ENSG00000241680	29	18	25	57	44	29
ENSG00000241684	2	1	1	2	6	9
ENSG00000241685	9283	9107	8023	5612	3140	4379
ENSG00000241690	2	0	3	2	1	1
ENSG00000241697	0	0	1	0	0	0
ENSG00000241709	2	0	0	6	0	1
ENSG00000241728	1	0	0	3	1	0
ENSG00000241738	0	1	0	0	0	0
ENSG00000241741	6	1	3	19	13	10
ENSG00000241743	8	4	8	10	14	11
ENSG00000241746	1	0	0	0	0	1
ENSG00000241764	186	138.99999	143	56.99999	45	56
ENSG00000241765	1	1	0	0	4	0
ENSG00000241767	0	0	2	0	0	0
ENSG00000241769	2	6	9	26	6	14
ENSG00000241782	0	0	0	0	0	1
ENSG00000241794	1	2	0	1	1	1
ENSG00000241810	0	1	0	0	0	0
ENSG00000241821	1	0	0	0	0	0
ENSG00000241825	0	1	0	0	0	0
ENSG00000241832	0	0	0	0	0	1
ENSG00000241837	7048	5833	5828	7056.99999	5022	6014
ENSG00000241838	0	0	0	1	0	0
ENSG00000241839	29	21	33	28	49	27
ENSG00000241846	0	1	0	0	0	0
ENSG00000241852	144.99999	115.99999	117	92	134	79.00001
ENSG00000241860	49	46	41.99999	24	14	20
ENSG00000241878	545.00001	551.99999	532	438	286	497.00001
ENSG00000241886	0	0	1	0	0	0
ENSG00000241889	2	1	7	1	3	1
ENSG00000241923	0	0	1	2	3	2
ENSG00000241932	1	1	4	6	0	3
ENSG00000241933	0	1	2	0	0	1
ENSG00000241935	32	35	20	17	13	8
ENSG00000241941	3	2	0	0	0	0
ENSG00000241945	142	124	160	13	15	6
ENSG00000241954	0	0	0	0	5	0
ENSG00000241956	1	0	0	1	0	0
