"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"14","BambuTx1147","ENST00000450948","BambuGene5639","ENSG00000211978",NA,"x","+",106845803,106864401,316,2,"non-coding",0.99940324,"multi-exonic","antisense"
"15","BambuTx1148","ENST00000719567","ENSG00000293154","ENSG00000293154","ENSG00000293154","j","+",45450115,45556532,1344,3,"non-coding",0.9998209,"multi-exonic","multiexon SJ match"
"15","BambuTx1149","-","BambuGene6169","-",NA,"u","+",70491921,70493619,616,2,"non-coding",0.9999986,"multi-exonic","intergenic"
"10","BambuTx115","ENST00000479086","ENSG00000156521","ENSG00000156521","TYSND1","j","-",70139208,70146669,1071,2,"non-coding",0.9999738,"multi-exonic","multiexon SJ match"
"15","BambuTx1150","ENST00000558828","ENSG00000103740","ENSG00000103740","ACSBG1","j","-",78238106,78245688,1094,2,"non-coding",0.9999867,"multi-exonic","multiexon SJ match"
"15","BambuTx1152","ENST00000560081","BambuGene6265","ENSG00000140519",NA,"x","+",89496470,89497157,359,2,"non-coding",0.9978541,"multi-exonic","antisense"
"16","BambuTx1153","ENST00000570670","BambuGene7123","ENSG00000162078",NA,"i","-",2835752,2836943,407,2,"non-coding",0.9997863,"multi-exonic","intronic"
"16","BambuTx1154","ENST00000718466","BambuGene7019","ENSG00000260420",NA,"i","+",88228811,88231840,2908,2,"non-coding",0.99997854,"multi-exonic","intronic"
"16","BambuTx1155","ENST00000301015","BambuGene7023","ENSG00000103335",NA,"i","+",88765272,88766441,536,2,"non-coding",0.99979687,"multi-exonic","intronic"
"17","BambuTx1156","ENST00000284110","BambuGene7971","ENSG00000153976",NA,"i","+",13557331,13562886,832,2,"non-coding",0.9994367,"multi-exonic","intronic"
"17","BambuTx1157","ENST00000812096","BambuGene8796","ENSG00000236819",NA,"i","-",21096667,21099055,375,2,"non-coding",0.9950265,"multi-exonic","intronic"
"17","BambuTx1158","ENST00000723360","BambuGene8942","ENSG00000294400",NA,"i","-",42440374,42441783,695,2,"non-coding",0.9999929,"multi-exonic","intronic"
"17","BambuTx1159","ENST00000637314","ENSG00000306752","ENSG00000167182","SP2","j","+",47896226,47897155,487,2,"non-coding",0.9998668,"multi-exonic","multiexon SJ match"
"10","BambuTx116","ENST00000621663","ENSG00000166295","ENSG00000166295","ANAPC16","j","+",72216006,72233829,1140,4,"non-coding",0.9999983,"multi-exonic","multiexon SJ match"
"17","BambuTx1160","-","ENSG00000305155","-",NA,"u","-",75083841,75087609,1181,2,"non-coding",0.99996006,"multi-exonic","intergenic"
"17","BambuTx1161","ENST00000698572","ENSG00000167895","ENSG00000167895","TMC8","j","+",78139367,78141367,605,2,"non-coding",0.6853297,"multi-exonic","multiexon SJ match"
"17","BambuTx1162","ENST00000306749","BambuGene8497","ENSG00000169710",NA,"x","+",82078338,82079034,609,2,"non-coding",0.99979746,"multi-exonic","antisense"
"18","BambuTx1163","ENST00000750548","ENSG00000286426","ENSG00000286426","ENSG00000286426","j","+",27743279,27805620,1360,4,"non-coding",0.9999864,"multi-exonic","multiexon SJ match"
"18","BambuTx1164","ENST00000580909","BambuGene9391","ENSG00000264350",NA,"x","+",54387880,54409088,326,2,"non-coding",0.9997563,"multi-exonic","antisense"
"18","BambuTx1165","ENST00000660707","ENSG00000286529","ENSG00000286529","ENSG00000286529","j","+",74291339,74298999,2248,3,"non-coding",0.99998736,"multi-exonic","multiexon SJ match"
"19","BambuTx1166","ENST00000718254","BambuGene9788","ENSG00000142347",NA,"i","+",8575068,8577008,1774,2,"non-coding",0.9999891,"multi-exonic","intronic"
"19","BambuTx1167","ENST00000597164","ENSG00000268189","ENSG00000268189","ENSG00000268189","j","+",15380279,15381193,682,2,"non-coding",0.99997747,"multi-exonic","multiexon SJ match"
"19","BambuTx1168","ENST00000595618","BambuGene9964","ENSG00000099331",NA,"i","+",17203802,17205166,1294,2,"non-coding",0.99997693,"multi-exonic","intronic"
"19","BambuTx1169","ENST00000344099","ENSG00000105708","ENSG00000105708","ZNF14","j","-",19679517,19733133,2636,3,"non-coding",0.9999287,"multi-exonic","multiexon SJ match"
"10","BambuTx117","ENST00000299381","ENSG00000166295","ENSG00000166295","ANAPC16","j","+",72216029,72233828,1013,3,"non-coding",0.99999887,"multi-exonic","multiexon SJ match"
"19","BambuTx1170","ENST00000589717","BambuGene11087","ENSG00000256771",NA,"x","-",19892874,19893714,804,2,"non-coding",0.9999976,"multi-exonic","antisense"
"19","BambuTx1171","ENST00000392038","BambuGene10159","ENSG00000105221",NA,"x","+",40232329,40233306,890,2,"non-coding",0.9999873,"multi-exonic","antisense"
"19","BambuTx1172","ENST00000595820","ENSG00000169035","ENSG00000169035","KLK7","j","-",50977160,50982886,1249,6,"non-coding",0.9991146,"multi-exonic","multiexon SJ match"
"19","BambuTx1174","ENST00000293471","ENSG00000176024","ENSG00000176024","ZNF613","j","+",51927458,51945753,2241,6,"non-coding",0.99995303,"multi-exonic","multiexon SJ match"
"19","BambuTx1175","ENST00000413518","ENSG00000142396","ENSG00000142396","ERVK3-1","j","+",58183080,58315204,1117,3,"non-coding",0.9998346,"multi-exonic","multiexon SJ match"
"2","BambuTx1176","ENST00000288710","ENSG00000157856","ENSG00000157856","DRC1","j","+",26401933,26408111,728,2,"non-coding",0.99982345,"multi-exonic","multiexon SJ match"
"2","BambuTx1177","ENST00000757400","ENSG00000226833","ENSG00000226833","PPP1CB-DT","j","-",28722268,28751740,1104,5,"non-coding",0.99998796,"multi-exonic","multiexon SJ match"
"2","BambuTx1178","-","BambuGene12442","-",NA,"u","-",55730956,55742391,465,2,"non-coding",0.9965364,"multi-exonic","intergenic"
"2","BambuTx1179","ENST00000755108","ENSG00000298364","ENSG00000298364","ENSG00000298364","j","-",78456427,78541890,683,3,"non-coding",0.99998933,"multi-exonic","multiexon SJ match"
"10","BambuTx118","-","BambuGene2629","-",NA,"u","-",72301600,72302967,455,2,"non-coding",0.99985,"multi-exonic","intergenic"
"2","BambuTx1180","-","BambuGene11925","-",NA,"u","+",112934569,112935128,395,2,"non-coding",0.9999905,"multi-exonic","intergenic"
"2","BambuTx1183","ENST00000797835","BambuGene12910","ENSG00000291147",NA,"i","-",242114743,242117591,517,2,"non-coding",0.9999749,"multi-exonic","intronic"
"20","BambuTx1185","ENST00000830986","BambuGene13043","ENSG00000230725",NA,"i","+",25180088,25181318,476,2,"non-coding",0.9998719,"multi-exonic","intronic"
"20","BambuTx1186","ENST00000781278","ENSG00000301745","ENSG00000301745","ENSG00000301745","j","-",29876983,29878333,835,2,"non-coding",0.999937,"multi-exonic","multiexon SJ match"
"20","BambuTx1187","ENST00000837876","ENSG00000309024","ENSG00000309024","ENSG00000309024","j","-",30610096,30613836,964,4,"non-coding",0.99993163,"multi-exonic","multiexon SJ match"
"20","BambuTx1188","ENST00000217320","ENSG00000101342","ENSG00000101342","TLDC2","j","+",36876109,36894235,2009,6,"non-coding",0.99996364,"multi-exonic","multiexon SJ match"
"20","BambuTx1189","ENST00000423407","BambuGene13570","ENSG00000101049",NA,"x","-",43585467,43587686,1579,2,"non-coding",0.9999988,"multi-exonic","antisense"
"10","BambuTx119","ENST00000394903","ENSG00000148719","ENSG00000148719","DNAJB12","j","-",72334127,72354935,1633,9,"non-coding",0.9999422,"multi-exonic","multiexon SJ match"
"20","BambuTx1190","ENST00000372861","ENSG00000124249","ENSG00000124249","KCNK15","j","+",44745850,44748250,1698,2,"non-coding",0.9999629,"multi-exonic","multiexon SJ match"
"20","BambuTx1191","-","BambuGene13204","-",NA,"u","+",45730574,45731031,346,2,"non-coding",0.99992806,"multi-exonic","intergenic"
"21","BambuTx1192","ENST00000794753","ENSG00000235277","ENSG00000235277","ENSG00000235277","j","+",14911518,14946880,444,2,"non-coding",0.999809,"multi-exonic","multiexon SJ match"
"21","BambuTx1193","ENST00000613499","ENSG00000157551","ENSG00000157551","KCNJ15","j","+",38235514,38300734,2028,5,"non-coding",0.9981926,"multi-exonic","multiexon SJ match"
"21","BambuTx1195","ENST00000397850","BambuGene13925","ENSG00000160255",NA,"i","-",44915231,44917446,1503,2,"non-coding",0.99998975,"multi-exonic","intronic"
"22","BambuTx1196","ENST00000262608","ENSG00000099954","ENSG00000099954","CECR2","j","+",17529258,17539193,566,5,"non-coding",0.99992156,"multi-exonic","multiexon SJ match"
"22","BambuTx1197","ENST00000441493","BambuGene13963","ENSG00000243156",NA,"i","+",17972956,17973969,720,2,"non-coding",0.99959874,"multi-exonic","intronic"
"22","BambuTx1198","ENST00000703580","ENSG00000290199","ENSG00000290199","ENSG00000290199","j","-",23924073,23974441,1045,4,"non-coding",0.89125746,"multi-exonic","multiexon SJ match"
"22","BambuTx1199","ENST00000461730","ENSG00000183066","ENSG00000183066","WBP2NL","j","+",41998794,42003463,1958,3,"non-coding",0.9999939,"multi-exonic","multiexon SJ match"
"1","BambuTx12","ENST00000470413","ENSG00000251503","ENSG00000251503","CENPS-CORT","j","+",10430433,10451659,419,2,"non-coding",0.99906784,"multi-exonic","multiexon SJ match"
"10","BambuTx120","ENST00000671730","ENSG00000156671","ENSG00000156671","SAMD8","j","+",75111610,75176743,1483,6,"non-coding",0.99999636,"multi-exonic","multiexon SJ match"
"3","BambuTx1200","ENST00000821201","ENSG00000306802","ENSG00000306802","ENSG00000306802","j","-",13413898,13420255,411,2,"non-coding",0.9576518,"multi-exonic","multiexon SJ match"
"3","BambuTx1201","ENST00000489408","ENSG00000197385","ENSG00000197385","ZNF860","j","+",31981761,32002374,572,4,"non-coding",0.9999808,"multi-exonic","multiexon SJ match"
"3","BambuTx1202","ENST00000636627","ENSG00000157388","ENSG00000157388","CACNA1D","j","+",53494177,53633120,1238,5,"non-coding",0.9995619,"multi-exonic","multiexon SJ match"
"3","BambuTx1204","ENST00000295746","BambuGene14893","ENSG00000163507",NA,"x","+",108555451,108580958,426,2,"non-coding",0.99854773,"multi-exonic","antisense"
"3","BambuTx1205","-","BambuGene14922","-",NA,"u","+",122022331,122022957,525,2,"non-coding",0.9994476,"multi-exonic","intergenic"
"3","BambuTx1206","ENST00000425388","ENSG00000203645","ENSG00000203645","LINC00501","j","+",177272063,177323421,2260,2,"non-coding",0.9999987,"multi-exonic","multiexon SJ match"
"3","BambuTx1208","ENST00000382199","BambuGene15628","ENSG00000073792",NA,"i","-",185793958,185794647,490,2,"non-coding",0.9999984,"multi-exonic","intronic"
"3","BambuTx1209","ENST00000382199","BambuGene15628","ENSG00000073792",NA,"i","-",185793958,185794648,477,2,"non-coding",0.9996678,"multi-exonic","intronic"
"10","BambuTx121","ENST00000372027","ENSG00000173269","ENSG00000173269","MMRN2","j","-",86935841,86939463,1712,2,"non-coding",0.99992144,"multi-exonic","multiexon SJ match"
"4","BambuTx1210","ENST00000504032","BambuGene16195","ENSG00000249348",NA,"i","-",39534019,39535932,1468,2,"non-coding",0.99998903,"multi-exonic","intronic"
"4","BambuTx1211","ENST00000502869","ENSG00000173542","ENSG00000173542","MOB1B","j","+",70902340,70960709,1184,3,"non-coding",0.9999896,"multi-exonic","multiexon SJ match"
"4","BambuTx1212","-","BambuGene16248","-",NA,"u","-",71058735,71059868,609,2,"non-coding",0.9996618,"multi-exonic","intergenic"
"4","BambuTx1213","ENST00000513122","BambuGene16257","ENSG00000156219",NA,"i","-",76042768,76050206,1831,2,"non-coding",0.9999811,"multi-exonic","intronic"
"4","BambuTx1214","ENST00000829308","ENSG00000249001","ENSG00000249001","ENSG00000249001","j","-",87682995,87710829,791,2,"non-coding",0.9999937,"multi-exonic","multiexon SJ match"
"4","BambuTx1215","ENST00000265154","ENSG00000236699","ENSG00000236699","ARHGEF38","j","+",105552606,105570262,715,2,"non-coding",0.9999995,"multi-exonic","multiexon SJ match"
"4","BambuTx1216","ENST00000509497","ENSG00000249806","ENSG00000249806","ENSG00000249806","j","+",142549326,142661193,911,4,"non-coding",0.99995834,"multi-exonic","multiexon SJ match"
"5","BambuTx1217","ENST00000662823","ENSG00000287600","ENSG00000287600","ENSG00000287600","j","-",900075,912637,1013,3,"non-coding",0.9999896,"multi-exonic","multiexon SJ match"
"5","BambuTx1218","ENST00000436493","BambuGene16485","ENSG00000291079",NA,"x","+",1588603,1593055,1754,2,"non-coding",0.9999951,"multi-exonic","antisense"
"5","BambuTx1219","-","BambuGene16881","-",NA,"u","-",14018326,14034538,1594,4,"non-coding",0.9999746,"multi-exonic","intergenic"
"10","BambuTx122","ENST00000777460","ENSG00000235100","ENSG00000235100","ENSG00000235100","j","-",89634149,89645042,1360,2,"non-coding",0.9999901,"multi-exonic","multiexon SJ match"
"5","BambuTx1220","-","BambuGene16881","-",NA,"u","-",14018326,14034538,1488,3,"non-coding",0.99999845,"multi-exonic","intergenic"
"5","BambuTx1221","ENST00000828991","BambuGene16516","ENSG00000290548",NA,"i","+",34147842,34163094,420,3,"non-coding",0.99958295,"multi-exonic","intronic"
"5","BambuTx1222","ENST00000806125","BambuGene16521","ENSG00000304753",NA,"i","+",34451098,34454669,886,2,"non-coding",0.9999998,"multi-exonic","intronic"
"5","BambuTx1223","ENST00000514587","BambuGene16595","ENSG00000145685",NA,"i","+",78699674,78735114,1529,4,"non-coding",0.9999976,"multi-exonic","intronic"
"5","BambuTx1224","-","BambuGene17030","-",NA,"u","-",99010862,99019432,748,3,"non-coding",0.9999746,"multi-exonic","intergenic"
"5","BambuTx1225","ENST00000231461","ENSG00000113532","ENSG00000113532","ST8SIA4","j","-",100849060,100903277,1517,5,"non-coding",0.99999976,"multi-exonic","multiexon SJ match"
"5","BambuTx1227","ENST00000253807","ENSG00000248383","ENSG00000248383","PCDHAC1","j","+",140928876,140930758,796,2,"non-coding",0.9994497,"multi-exonic","multiexon SJ match"
"10","BambuTx123","ENST00000483386","ENSG00000176273","ENSG00000176273","SLC35G1","j","+",93893970,93907871,1149,3,"non-coding",0.9997932,"multi-exonic","multiexon SJ match"
"6","BambuTx1230","ENST00000698928","ENSG00000234263","ENSG00000197442",NA,"x","+",136594197,136618515,856,3,"non-coding",0.9999946,"multi-exonic","antisense"
"6","BambuTx1231","ENST00000367660","ENSG00000146386","ENSG00000146386","ABRACL","j","+",139028691,139043299,940,4,"non-coding",0.9999975,"multi-exonic","multiexon SJ match"
"7","BambuTx1232","ENST00000325979","BambuGene18834","ENSG00000106012",NA,"x","-",2570786,2572424,1097,2,"non-coding",0.9999846,"multi-exonic","antisense"
"7","BambuTx1233","ENST00000493246","ENSG00000308992","ENSG00000219545","UMAD1","j","+",7640746,7721292,597,3,"non-coding",0.9991218,"multi-exonic","multiexon SJ match"
"7","BambuTx1234","ENST00000747524","ENSG00000297371","ENSG00000297371","ENSG00000297371","j","+",46565516,46605937,1003,4,"non-coding",0.99999547,"multi-exonic","multiexon SJ match"
"7","BambuTx1235","ENST00000487094","BambuGene18359","ENSG00000233539",NA,"i","+",46680356,46684270,1053,3,"non-coding",0.9999978,"multi-exonic","intronic"
"7","BambuTx1236","ENST00000344576","BambuGene19059","ENSG00000146648",NA,"i","-",55067615,55079300,1263,2,"non-coding",0.99993324,"multi-exonic","intronic"
"7","BambuTx1237","ENST00000446692","BambuGene19089","ENSG00000146729",NA,"i","-",55953177,55955341,564,2,"non-coding",0.9999627,"multi-exonic","intronic"
"7","BambuTx1238","ENST00000735800","BambuGene18449","ENSG00000291136",NA,"x","+",66591986,66593061,696,2,"non-coding",0.999998,"multi-exonic","antisense"
"7","BambuTx1239","ENST00000834734","ENSG00000308517","ENSG00000308517","ENSG00000308517","j","-",141978651,141986116,309,2,"non-coding",0.99992377,"multi-exonic","multiexon SJ match"
"10","BambuTx124","ENST00000370575","ENSG00000119943","ENSG00000119943","PYROXD2","j","-",98402427,98415163,1848,5,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"7","BambuTx1240","ENST00000837548","ENSG00000308967","ENSG00000308967","ENSG00000308967","j","-",144186581,144294185,1883,3,"non-coding",0.9999807,"multi-exonic","multiexon SJ match"
"8","BambuTx1241","ENST00000729234","BambuGene19951","ENSG00000295320",NA,"x","-",633624,635749,488,2,"non-coding",0.6746135,"multi-exonic","antisense"
"8","BambuTx1242","ENST00000262365","ENSG00000145002","ENSG00000145002","FAM86B2","j","-",12425642,12436358,1153,7,"non-coding",0.87603754,"multi-exonic","multiexon SJ match"
"8","BambuTx1243","ENST00000397703","ENSG00000284948","ENSG00000284948","ENSG00000284948","j","+",23084361,23094508,2304,3,"non-coding",0.99999714,"multi-exonic","multiexon SJ match"
"8","BambuTx1244","ENST00000692141","BambuGene19753","ENSG00000154582",NA,"x","+",73934464,73947463,665,2,"non-coding",0.9999615,"multi-exonic","antisense"
"8","BambuTx1245","ENST00000846058","ENSG00000309942","ENSG00000309942","ENSG00000309942","j","+",75407630,75454291,482,2,"non-coding",0.9999241,"multi-exonic","multiexon SJ match"
"8","BambuTx1247","-","BambuGene20181","-",NA,"u","-",89497100,89535449,705,3,"non-coding",0.9999867,"multi-exonic","intergenic"
"8","BambuTx1249","ENST00000664111","BambuGene20259","ENSG00000253530",NA,"i","-",126508427,126509231,236,2,"non-coding",0.9980383,"multi-exonic","intronic"
"8","BambuTx1250","-","BambuGene20263","-",NA,"u","-",127497046,127510978,315,2,"non-coding",0.99417037,"multi-exonic","intergenic"
"8","BambuTx1251","-","BambuGene20263","-",NA,"u","-",127497038,127499417,354,2,"non-coding",0.9988436,"multi-exonic","intergenic"
"8","BambuTx1252","ENST00000745365","ENSG00000297096","ENSG00000297096","ENSG00000297096","j","+",131129877,131187656,500,2,"non-coding",0.99988425,"multi-exonic","multiexon SJ match"
"9","BambuTx1253","ENST00000475086","ENSG00000106686","ENSG00000106686","SPATA6L","j","-",4600610,4606279,534,4,"non-coding",0.9999777,"multi-exonic","multiexon SJ match"
"9","BambuTx1254","ENST00000498087","BambuGene20355","ENSG00000106686",NA,"x","+",4665819,4666868,939,2,"non-coding",0.99987745,"multi-exonic","antisense"
"9","BambuTx1255","ENST00000512701","BambuGene20364","ENSG00000155158",NA,"x","+",15167027,15169104,1486,2,"non-coding",0.9999998,"multi-exonic","antisense"
"9","BambuTx1256","ENST00000380384","BambuGene20385","ENSG00000137154",NA,"x","+",19200779,19379620,265,2,"non-coding",0.98278683,"multi-exonic","antisense"
"9","BambuTx1257","ENST00000380249","ENSG00000188352","ENSG00000188352","FOCAD","n","+",20658335,20673912,785,2,"non-coding",0.99996555,"multi-exonic","partial intron retention"
"9","BambuTx1258","ENST00000762201","ENSG00000299280","ENSG00000299280","ENSG00000299280","j","+",22216839,22301710,722,2,"non-coding",0.9999972,"multi-exonic","multiexon SJ match"
