TXNAME	GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
BambuTx615	BambuGene13217	2	4	4	6	6	3
BambuTx616	ENSG00000298132	94	83	89	0	0	0
BambuTx617	BambuGene13644	19	1	14	0	0	0
BambuTx618	ENSG00000019186	36	28	33	3	2	5
BambuTx621	ENSG00000124097	11	9	7	0	0	0
BambuTx622	BambuGene13706	26	12	17	30	12	16
BambuTx623	BambuGene13824	0	1	5	6	5	3
BambuTx625	ENSG00000275895	678	719	683	652	472	600
BambuTx626	BambuGene13837	78	72	77	120	64	95
BambuTx627	ENSG00000227456	8	2	2	2	0	3
BambuTx629	BambuGene13887	5	5	8	1	0	0
BambuTx630	ENSG00000274225	6	10	4	0	0	0
BambuTx631	ENSG00000306053	4	2	2	8	6	1
BambuTx633	ENSG00000308668	828	727	721	0	0	1
BambuTx634	BambuGene13945	32	30	27	0	0	0
BambuTx635	ENSG00000185065	8	8	7	5	3	1
BambuTx637	ENSG00000286129	350	338	301	390	232	330
BambuTx639	ENSG00000128218	69	73	72	26	16	17
BambuTx641	ENSG00000251357	5	0	1	1	0	5
BambuTx642	ENSG00000167037	11	12	12	12	8	15
BambuTx643	ENSG00000233521	59	49	82	0	0	0
BambuTx644	BambuGene14019	40	24	34	9	8	20
BambuTx645	BambuGene14052	13	20	13	0	1	1
BambuTx646	ENSG00000289873	72	80	77	0	0	0
BambuTx647	ENSG00000299145	27	29	23	0	0	0
BambuTx648	BambuGene14109	9	11	10	0	0	0
BambuTx649	ENSG00000128284	28	34	29	17	12	18
BambuTx650	BambuGene14127	14	6	19	2	0	0
BambuTx651	BambuGene14506	14	3	6	9	0	4
BambuTx652	ENSG00000283900	2	0	1	0	0	3
BambuTx653	ENSG00000228274	5	16	14	0	0	0
BambuTx654	BambuGene14558	8	3	9	0	0	0
BambuTx655	ENSG00000284431	0	0	5	0	0	0
BambuTx656	ENSG00000196236	52	53	44	72	64	25
BambuTx658	ENSG00000205704	8	6	4	0	0	0
BambuTx659	ENSG00000183066	27	36	24	2	3	1
BambuTx660	BambuGene14236	34	24	25	7	8	2
BambuTx661	ENSG00000242247	47	52	31	25	3	24
BambuTx662	ENSG00000307798	6	3	3	0	0	0
BambuTx663	BambuGene14263	3	4	1	6	1	3
BambuTx664	BambuGene14612	5	5	5	0	0	0
BambuTx665	BambuGene15140	810	723	628	74.22153	19.3532	77.28868
BambuTx666	BambuGene15140	193	186	128	6	3	9
BambuTx667	ENSG00000285906	73	80	83	17	6	19
BambuTx668	ENSG00000196639	69	64	78	26	6	17
BambuTx671	BambuGene15186	1	6	2	2	0	0
BambuTx673	ENSG00000144681	45	65	50	48	22	57
BambuTx674	ENSG00000093217	69	66	58	65	54	38
BambuTx676	BambuGene15241	2	1	7	0	0	0
BambuTx677	ENSG00000183625	169	166	163	22	5	17
BambuTx678	ENSG00000121797	11	15	18	1	3	5
BambuTx679	ENSG00000160808	40	26	34	4	10	9
BambuTx680	BambuGene14816	16	25	27	0	0	0
BambuTx681	ENSG00000010318	31	19	19	6	8	6
BambuTx684	ENSG00000213300	863	740	781	745	622	542
BambuTx685	ENSG00000184500	27	21	25	4	4	3
BambuTx686	ENSG00000298505	1	0	2	10	10	10
BambuTx688	ENSG00000304514	2	2	4	0	0	0
BambuTx689	ENSG00000176040	27	28	17	6	9	7
BambuTx690	BambuGene14902	15	8	13	2	1	3
BambuTx691	ENSG00000163406	14	10	22	16	14	15
BambuTx693	BambuGene15439	11	13	9	8	1	9
BambuTx694	BambuGene14929	14	6	9	0	0	0
BambuTx695	ENSG00000074416	84	62	79	502	273	406
BambuTx696	ENSG00000289469	21	20	10	20	10	11
BambuTx697	ENSG00000298907	9	5	5	5	3	9
BambuTx698	ENSG00000203644	7	20	8	4	5	7
BambuTx699	ENSG00000203644	4	2	5	4	1	4
BambuTx700	BambuGene15488	22	29	15	0	0	2
BambuTx701	ENSG00000168917	24	25	24	3	1	3
BambuTx703	BambuGene15002	18	11	23	8	2	4
BambuTx706	ENSG00000287012	4	1	2	0	0	0
BambuTx707	ENSG00000226779	14	9	7	86	58	79
BambuTx708	ENSG00000226779	12	7	12	74	85	51
BambuTx709	ENSG00000288698	1	11	13	2	4	9
BambuTx710	ENSG00000078081	18	22	25	5	0	13
BambuTx711	ENSG00000176597	48	39	45	11	12	13
BambuTx712	ENSG00000309138	7	2	5	0	0	0
BambuTx713	BambuGene15638	12	5	7	0	0	0
BambuTx714	ENSG00000228952	75	86	90	1	0	3
BambuTx715	ENSG00000127249	9	9	3	6	6	2
BambuTx716	ENSG00000288979	5	4	5	1	0	2
BambuTx717	ENSG00000272602	11	9	9	3	5	10
BambuTx718	ENSG00000250312	15	26	26	0	0	0
BambuTx719	ENSG00000186777	49	33	34	16	16	10
BambuTx720	ENSG00000186777	107	115	81	22	17	34
BambuTx721	ENSG00000182903	87	53	82	25	15	25
BambuTx722	ENSG00000182903	246	251	254	488	240	376
BambuTx723	ENSG00000169026	16	20	29	23	9	7
BambuTx724	ENSG00000215375	147	128	144	285	185	296
BambuTx725	ENSG00000145217	7	5	11	3	0	4
BambuTx726	ENSG00000145217	14	6	10	3	0	7
BambuTx727	ENSG00000178222	226	198	161	127	61	121
BambuTx728	ENSG00000227189	12	14	15	13	8	16
BambuTx729	ENSG00000306967	21	20	25	0	0	0
BambuTx730	ENSG00000159733	18	15	13	12	1	11
BambuTx732	ENSG00000272620	165	150	178	658	433	538
BambuTx733	ENSG00000287164	7	9	10	20	9	15
BambuTx734	BambuGene15769	31	21	35	9	6	18
BambuTx735	BambuGene15769	17	14	16	16	9	16
BambuTx736	BambuGene16141	8	4	6	8	8	1
BambuTx737	BambuGene15777	3	2	6	0	0	0
BambuTx739	BambuGene16154	6	3	3	0	0	0
BambuTx740	BambuGene15789	0	3	6	0	1	0
BambuTx741	ENSG00000305512	293	236	215	212	114	148
BambuTx742	ENSG00000305512	442	420	372	453	256	314
BambuTx743	ENSG00000178177	25	32	32	57	40	41
BambuTx744	ENSG00000302023	9	12	5	0	0	0
BambuTx745	ENSG00000121895	44	15	34	116	81	127
BambuTx746	BambuGene15847	2	5	2	1	0	1
BambuTx747	ENSG00000163069	94	81	93	22	11	11
BambuTx748	BambuGene16225	18	26	17	7	2	7
BambuTx749	BambuGene16250	0	6	4	0	0	0
BambuTx751	ENSG00000174796	5	3	3	4	0	1
BambuTx752	ENSG00000174796	5	11	19	0	0	0
BambuTx753	ENSG00000145284	1	1	2	1	4	2
BambuTx754	ENSG00000305228	1	0	3	0	0	3
BambuTx755	ENSG00000163322	30	20	12	10	5	11
BambuTx756	ENSG00000163624	8	6	7	11	1	9
BambuTx757	ENSG00000172493	20	16	13	3	1	13
BambuTx759	ENSG00000305623	10	6	9	6	4	1
BambuTx760	ENSG00000310386	1	9	4	0	0	0
BambuTx761	BambuGene16323	1	5	3	0	0	0
BambuTx762	ENSG00000172403	53	28	29	3	3	8
BambuTx763	ENSG00000287441	21	20	14	9	11	7
BambuTx764	ENSG00000307976	23	7	34	1	0	0
BambuTx767	ENSG00000169989	13	19	18	16	7	4
BambuTx768	ENSG00000052795	12	11	11	23	6	21
BambuTx769	ENSG00000109466	1	5	2	0	0	0
BambuTx771	ENSG00000279384	10	7	3	0	3	4
BambuTx772	ENSG00000286302	4	9	7	0	0	1
BambuTx773	ENSG00000109576	36	26	37	0	0	0
BambuTx774	ENSG00000145451	1	0	4	0	0	0
BambuTx775	BambuGene16050	2	0	4	0	0	0
BambuTx778	BambuGene16496	0	0	4	0	0	0
BambuTx779	BambuGene16904	84	49	57	0	0	0
BambuTx781	ENSG00000205765	29	22	22	15	14	14
BambuTx782	ENSG00000164509	11	3	5	1	3	2
BambuTx783	BambuGene16563	16	1	9	1	0	0
BambuTx784	ENSG00000183323	8	11	14	17	9	14
BambuTx785	BambuGene16973	8	5	4	2	1	0
BambuTx786	ENSG00000132846	9	10	5	1	0	2
BambuTx787	ENSG00000132837	11	4	3	3	2	5
BambuTx788	ENSG00000251050	36	28	40	4	4	9
BambuTx789	ENSG00000174695	101	100	74	29	22	31
BambuTx791	ENSG00000164199	128	132	127	0	0	0
BambuTx793	ENSG00000158985	53	74	66	20	9	15
BambuTx794	ENSG00000152377	7	11	7	12	5	12
BambuTx795	ENSG00000078795	6	5	4	7	8	6
BambuTx796	ENSG00000255408	6	1	5	6	5	11
BambuTx797	ENSG00000278915	4	7	6	21	5	13
BambuTx799	ENSG00000280029	8	14	12	5	2	1
BambuTx800	ENSG00000081791	56	62	27	58	21	77
BambuTx801	ENSG00000300303	101	94	90	0	0	0
BambuTx802	ENSG00000173210	53	45	35	5	0	7
BambuTx803	ENSG00000173210	0	0	0	0	2.95442	0
BambuTx804	ENSG00000287814	0	0	4	0	0	0
BambuTx805	BambuGene16814	10	13	10	0	0	0
BambuTx808	ENSG00000169131	1	3	3	1	2	1
BambuTx809	ENSG00000169131	1	4	10	3	0	0
BambuTx810	ENSG00000178187	7	10	1	3	0	5
BambuTx811	ENSG00000124588	19	13	13	9	11	8
BambuTx812	BambuGene17713	5	1	3	0	0	0
BambuTx813	BambuGene17336	3	5	8	0	1	1
BambuTx814	ENSG00000308769	9	16	5	9	2	3
BambuTx815	ENSG00000137434	48	38	29	26	33	28
BambuTx816	ENSG00000111863	21	19	25	96	49	82
BambuTx817	ENSG00000078401	8	7	9	5	0	6
BambuTx818	ENSG00000124523	122	128	89	105	46	90
BambuTx822	ENSG00000124635	77	84	76	24	10	13
BambuTx827	ENSG00000196812	32	44	41	17	10	24
BambuTx828	ENSG00000235109	23	16	15	8	1	11
BambuTx830	ENSG00000010030	20	12	31	1	1	2
BambuTx831	ENSG00000124772	2	2	1	10	1	5
BambuTx832	BambuGene17519	89	62	64	79	32	50
BambuTx833	BambuGene17527	11	10	14	0	0	0
BambuTx835	ENSG00000124813	104	91	96	37	20	25
BambuTx836	ENSG00000096092	189	165	175	3	0	0
BambuTx837	ENSG00000299445	10	4	8	10	1	2
BambuTx838	ENSG00000231441	4	2	1	19	9	14
BambuTx839	ENSG00000185760	84	68	65	41	26	37
BambuTx840	BambuGene17595	1	1	4	2	0	0
BambuTx841	ENSG00000146278	4	4	9	8	8	5
BambuTx843	ENSG00000279170	12	10	19	6	0	1
BambuTx844	BambuGene17982	5	18	12	9	14	4
BambuTx845	BambuGene17621	0	1	5	0	0	0
BambuTx846	BambuGene17626	2	7	5	0	0	0
BambuTx848	ENSG00000111860	23	12	20	20	7	21
BambuTx849	ENSG00000111912	177	187	191	35	23	15
BambuTx850	BambuGene18024	18	5	8	4	4	4
BambuTx851	ENSG00000217648	14	20	22	6	2	10
BambuTx852	ENSG00000288056	3	4	3	0	0	0
BambuTx853	BambuGene17655	7	2	4	0	0	0
BambuTx854	ENSG00000285991	7	8	6	4	1	0
BambuTx855	ENSG00000120279	11	14	7	0	0	0
BambuTx856	ENSG00000091844	114	123	121	33	13	27
BambuTx857	ENSG00000164674	123	161	99	0	0	0
BambuTx859	BambuGene17684	9	11	8	0	0	1
BambuTx860	BambuGene18100	38	43	32	0	0	0
BambuTx861	BambuGene18100	122	115	85	0	0	0
BambuTx862	ENSG00000308813	144	167	133	334	260	360
BambuTx863	ENSG00000230487	11	14	18	29	19	27
BambuTx864	ENSG00000122687	38	19	32	30	9	28
BambuTx865	BambuGene18163	187	124	18	0	0	0
BambuTx866	BambuGene18858	33	32	36	13	2	3
BambuTx867	ENSG00000146587	12	14	3	0	0	0
BambuTx868	ENSG00000157999	4	5	3	0	0	2
BambuTx869	ENSG00000308992	56.72835	50.88421	45	5.70879	0	3.20957
BambuTx871	ENSG00000106546	35	24	29	44	10	24
BambuTx872	BambuGene18244	23	19	20	0	0	0
BambuTx873	ENSG00000232759	150	117	124	37	24	44
BambuTx874	BambuGene18249	822	788	777	452	300	347
BambuTx875	BambuGene18934	9	10	5	1	0	1
BambuTx876	BambuGene18261	164	145	160	0	0	0
BambuTx878	ENSG00000293812	4	1	4	2	0	0
BambuTx879	ENSG00000197576	3	2	3	0	0	0
BambuTx880	ENSG00000106004	3	4	5	0	0	0
BambuTx881	BambuGene18282	15	11	16	1	4	2
BambuTx883	ENSG00000170852	35	23	22	6	1	3
BambuTx884	ENSG00000236212	9	21	22	6	1	2
BambuTx886	BambuGene18996	4	3	6	0	0	0
BambuTx887	BambuGene18366	22	13	15	34	19	18
BambuTx888	ENSG00000136273	80	84	77	22	4	12
BambuTx889	ENSG00000164744	376	384	391	3	4	1
BambuTx890	BambuGene18384	4	2	3	6	1	1
BambuTx891	ENSG00000233288	5	3	3	0	0	0
BambuTx892	ENSG00000234444	20	20	23	18	7	24
BambuTx893	ENSG00000287985	24	22	30	2	1	2
BambuTx894	ENSG00000197008	17	21	32	76	48	45
BambuTx895	ENSG00000197008	217	184	160	84	48	71
BambuTx896	ENSG00000198039	21	24	16	36	5	15
BambuTx897	ENSG00000198039	14	14	5	3	2	1
BambuTx898	ENSG00000152926	40	27	43	0	0	0
BambuTx899	ENSG00000213462	57	77	66	9	3	15
BambuTx900	BambuGene18421	27	27	23	0	0	0
BambuTx901	BambuGene18421	16.64525	0	0	0.94894	0	2
BambuTx902	ENSG00000226824	231	180	189	191	148	130
BambuTx903	ENSG00000233423	1	5	1	0	0	0
BambuTx905	BambuGene19233	67	43	51	73	35	41
BambuTx906	ENSG00000146700	20	23	19	17	12	21
BambuTx907	BambuGene19278	0	1	5	0	0	0
BambuTx908	ENSG00000075303	9	14	7	7	3	4
BambuTx909	ENSG00000127989	128	83	66	11	9	8
BambuTx910	BambuGene19296	15	17	18	0	0	0
BambuTx911	BambuGene19296	38	20	35	0	0	0
BambuTx912	ENSG00000198556	25	25	17	18	9	14
BambuTx913	BambuGene18590	14	13	11	1	0	0
BambuTx915	ENSG00000296796	10	3	4	0	0	0
BambuTx916	ENSG00000290830	28	28	29	20	10	13
BambuTx917	ENSG00000267645	110	102	99	154	104	171
BambuTx918	ENSG00000288558	0	1	5	1	0	2
BambuTx920	ENSG00000237813	2	9	5	4	1	8
BambuTx921	ENSG00000106025	5	8	5	8	5	16
BambuTx922	ENSG00000106025	13	14	16	24	17	13
BambuTx926	BambuGene18707	18	27	24	1	1	4
BambuTx927	ENSG00000298254	5	4	7	0	0	0
BambuTx928	ENSG00000106554	259	216	235	287	239	237
BambuTx929	ENSG00000105929	5	6	10	1	2	9
BambuTx930	ENSG00000157800	26	35	20	3	3	1
BambuTx931	ENSG00000196511	7	20	22	28	6	15
BambuTx933	BambuGene19566	913	751	841	0	0	0
BambuTx935	ENSG00000283128	80	99	92	61	36	29
BambuTx936	ENSG00000300597	15	11	17	10	8	17
BambuTx937	BambuGene19966	46	50	33	24	29	14
BambuTx938	ENSG00000295900	7	0	2	0	0	0
BambuTx939	ENSG00000171044	36	27	23	0	0	0
BambuTx940	ENSG00000271654	4	4	4	5	2	6
BambuTx941	BambuGene19606	11	4	6	0	0	1
BambuTx942	BambuGene19970	22	28	21	0	0	5
BambuTx943	ENSG00000120910	37	32	36	17	8	13
BambuTx944	BambuGene19986	4	0	5	1	0	0
BambuTx945	ENSG00000284948	1	2	11	53	29	44
BambuTx946	BambuGene19646	7	2	3	0	0	0
BambuTx948	BambuGene20053	2	1	5	0	0	0
BambuTx949	ENSG00000168300	35	20	23	1	3	5
BambuTx950	BambuGene20084	6	6	11	0	2	1
BambuTx951	BambuGene20086	1	1	4	2	0	0
BambuTx952	ENSG00000147509	53	38	27	5	0	3
BambuTx953	BambuGene19706	0	1	4	2	0	1
BambuTx955	ENSG00000147570	17	2	5	0	0	0
BambuTx956	ENSG00000169085	9	7	11	8	13	14
BambuTx957	ENSG00000169085	2	12	3	37	18	22
BambuTx959	ENSG00000154589	46	48	30	28	19	32
BambuTx960	ENSG00000164749	9	4	14	81	37	61
BambuTx961	ENSG00000276418	10	7	4	3	2	6
BambuTx963	ENSG00000305765	1	3	9	0	2	0
BambuTx964	ENSG00000104361	10	8	5	10	1	1
BambuTx965	ENSG00000186106	18	11	16	25	5	7
BambuTx966	ENSG00000253395	6	10	3	3	0	2
BambuTx967	ENSG00000300803	13	7	6	0	0	0
BambuTx968	ENSG00000176406	18	12	18	0	0	0
BambuTx969	ENSG00000164830	31	35	17	4	0	6
BambuTx970	BambuGene19827	10	8	5	0	0	0
BambuTx971	ENSG00000253819	30	33	26	0	4	0
BambuTx972	ENSG00000156787	17	10	11	9	1	3
BambuTx975	ENSG00000184156	243	219	229	391	289	333
BambuTx976	ENSG00000294149	4	1	3	18	5	16
BambuTx977	ENSG00000167656	52	28	45	5	0	3
BambuTx978	ENSG00000305126	32	40	29	2	6	3
BambuTx979	BambuGene20319	11	8	9	8	7	4
BambuTx980	ENSG00000107018	16	17	10	1	0	1
BambuTx981	BambuGene20362	8	7	5	13	13	14
BambuTx982	ENSG00000235448	77	69	74	42	10	23
BambuTx983	BambuGene20364	4	4	3	6	5	1
BambuTx984	ENSG00000155158	27	10	15	23	26	24
BambuTx985	ENSG00000298303	18	4	4	4	2	1
BambuTx986	ENSG00000232176	24	11	23	47	47	37
BambuTx987	ENSG00000188352	1	0	4	290	186	177
BambuTx988	ENSG00000198642	98	92	76	19	3	15
BambuTx989	ENSG00000198642	66	90	84	14	5	26
BambuTx990	ENSG00000305069	16	21	17	10	9	9
BambuTx991	ENSG00000137103	20	9	29	53	36	40
BambuTx992	ENSG00000147905	72	78	68	32	24	22
BambuTx993	BambuGene20896	3	1	2	0	0	0
BambuTx994	ENSG00000284116	63	41	69	38	14	49
BambuTx995	ENSG00000309428	1	6	4	0	0	0
BambuTx996	ENSG00000285130	4	7	5	0	0	0
BambuTx997	ENSG00000232590	8	4	14	0	0	0
BambuTx998	ENSG00000203321	30	23	32	36	17	40
BambuTx1000	ENSG00000187210	16	20	23	1	0	2
BambuTx1001	ENSG00000309071	209	187	198	91	63	74
BambuTx1002	ENSG00000135052	37	32	37	80	33	86
BambuTx1003	ENSG00000148082	8	9	6	1	1	1
BambuTx1004	ENSG00000165238	94	83	91	203	114	109
BambuTx1006	BambuGene20570	1	2	4	0	0	0
BambuTx1007	BambuGene20570	4	2.84653	1.76308	5	4	3
BambuTx1008	BambuGene20994	0	2	3	0	1	1
BambuTx1010	ENSG00000198121	6	9	7	0	0	0
BambuTx1011	ENSG00000148154	23	20	28	12	8	12
BambuTx1012	ENSG00000148158	41	35	28	60	42	44
BambuTx1013	ENSG00000230601	6	3	4	50	18	25
BambuTx1014	BambuGene20636	35	30	33	0	0	0
BambuTx1015	ENSG00000297691	0	3	3	0	2	0
BambuTx1016	ENSG00000173611	31	30	22	40	27	34
BambuTx1017	ENSG00000173611	39	44	31	60	68	70
BambuTx1018	BambuGene21094	3	0	13	0	0	0
BambuTx1020	BambuGene21135	9	5	7	4	1	3
BambuTx1021	ENSG00000309757	8	6	8	19	9	15
BambuTx1022	BambuGene21186	24	33	29	0	0	0
BambuTx1023	ENSG00000165698	240	189	215	401	292	350
BambuTx1024	ENSG00000272896	6	10	8	8	13	12
BambuTx1025	ENSG00000107223	6	16	12	18	4	8
BambuTx1026	BambuGene20830	16	11	13	0	0	0
BambuTx1035	BambuGene21606	15	10	12	0	2	1
BambuTx1037	ENSG00000101871	79	72	66	58	17	41
BambuTx1038	ENSG00000047230	8	7	6	15	11	16
BambuTx1039	ENSG00000230020	6	5	8	9	2	5
BambuTx1040	ENSG00000091482	34	21	39	3	4	5
BambuTx1043	BambuGene21676	1	0	4	0	3	2
BambuTx1045	ENSG00000303056	8	17	3	16	8	12
BambuTx1046	ENSG00000287549	12	0	5	0	0	0
BambuTx1047	BambuGene21353	8	5	8	9	3	2
BambuTx1048	ENSG00000147121	26	24	12	5	4	4
BambuTx1049	ENSG00000147119	36	70	52	23	13	12
BambuTx1050	ENSG00000204904	4	5	1	0	0	0
BambuTx1051	ENSG00000130988	48	33	38	0	0	0
BambuTx1053	BambuGene21712	2	3	2	2	2	1
BambuTx1054	BambuGene21712	11	7	15	6	2	2
BambuTx1055	ENSG00000286181	1	1	3	0	0	0
BambuTx1056	ENSG00000049769	20	15	17	1	5	2
BambuTx1057	BambuGene21419	27	42	20	0	0	0
BambuTx1058	ENSG00000284391	4	1	4	3	0	0
BambuTx1059	BambuGene21815	10	5	17	0	0	0
BambuTx1060	BambuGene21832	15	11	15	16	8	13
BambuTx1062	ENSG00000196440	26	33	10	11	5	5
BambuTx1064	ENSG00000287619	13	20	15	6	12	13
BambuTx1065	ENSG00000172465	266	192	191	225	99	184
BambuTx1066	ENSG00000269743	58	45	46	53	31	39
BambuTx1067	BambuGene21460	19	16	14	3	1	0
BambuTx1069	BambuGene21885	1	0	3	0	1	5
BambuTx1070	BambuGene21907	9	6	10	6	2	1
BambuTx1071	ENSG00000171004	23	24	24	67	24	44
BambuTx1072	BambuGene21526	10	8	9	1	0	0
BambuTx1073	ENSG00000170965	84	66	96	4	10	19
BambuTx1074	ENSG00000156504	1.77933	0	5.5	0	0	0
BambuTx1079	BambuGene21534	8	11	5	20	1	15
BambuTx1080	BambuGene21561	4	1	2	1	9	2
BambuTx1081	ENSG00000231830	7	14	14	3	4	1
BambuTx1082	BambuGene21573	4	2	9	4	48	6
BambuTx1083	BambuGene21575	7	14	10	2	0	3
BambuTx1084	BambuGene22067	106	79	83	123	74	76
BambuTx1085	BambuGene22076	70	73	74	7	4	6
BambuTx1086	BambuGene22084	27	17	17	55	38	24
BambuTx1087	BambuGene22087	2	6	5	37	11	26
BambuTx1088	BambuGene22106	65	56	67	0	0	0
BambuTx1089	BambuGene22106	17	23	23	5	0	6
BambuTx1090	BambuGene22094	3	9	3	9	7	12
BambuTx1091	BambuGene22120	49	44	44	15	4	7
BambuTx1092	BambuGene22131	2	3	3	0	0	0
BambuTx1093	BambuGene22133	39	30	40	0	0	0
BambuTx1094	BambuGene22201	35	23	28	22	9	21
BambuTx1095	BambuGene22212	85	78	92	68	30	43
BambuTx1096	BambuGene22212	136	129	160	92	31	37
BambuTx1097	BambuGene22272	109	107	110	30	18	18
BambuTx1098	BambuGene22306	118	102	101	27	14	23
BambuTx1100	ENSG00000273274	0	0	0	2	0	3
BambuTx1101	ENSG00000127124	2	2	1	27	36	21
BambuTx1102	BambuGene1465	0	0	1	5	8	0
BambuTx1103	ENSG00000307251	0	0	0	72	16	48
BambuTx1104	ENSG00000237413	0	0	0	6	2	5
BambuTx1105	BambuGene450	1	1	0	11	9	7
BambuTx1106	BambuGene551	5	0	0	5	0	0
BambuTx1107	BambuGene1615	0	0	0	8	3	7
BambuTx1109	BambuGene1779	0	0	0	7	2	0
BambuTx1110	ENSG00000122224	2	1	0	7	4	7
BambuTx1111	ENSG00000287218	4	0	0	3	0	0
BambuTx1112	BambuGene1933	0	0	0	5	0	0
BambuTx1114	BambuGene2019	2	3	0	4	0	0
BambuTx1115	ENSG00000296101	0	0	0	23	14	10
BambuTx1116	ENSG00000238184	0	0	0	2	1	4
BambuTx1117	ENSG00000149089	0	0	0	4	4	8
BambuTx1118	ENSG00000261070	0	1	1	2	0	0
BambuTx1119	BambuGene3755	1	1	0	4	0	0
BambuTx1120	ENSG00000151365	0	0	0	2	2	4
BambuTx1121	BambuGene3879	0	0	0	7	6	5
BambuTx1122	BambuGene3905	0	0	0	5	1	0
BambuTx1123	BambuGene3936	0	1	0	3	0	3
BambuTx1124	ENSG00000308279	0	0	0	12	8	3
BambuTx1125	BambuGene4569	0	0	0	7	5	5
BambuTx1126	BambuGene4093	0	0	0	7	7	6
BambuTx1127	ENSG00000305608	2	5	0	4	13	2
BambuTx1128	ENSG00000123388	0	0	0	19	6	11
BambuTx1129	ENSG00000251138	3	1	1	4	7	3
BambuTx1131	ENSG00000296218	0	0	0	2	4	7
BambuTx1132	ENSG00000102678	0	0	0	9	4	2
BambuTx1133	BambuGene5086	0	0	0	2	1	4
BambuTx1134	ENSG00000286286	0	0	0	4	0	7
BambuTx1135	BambuGene5096	0	2	1	2	2	6
BambuTx1136	BambuGene5099	0	0	1	2	0	0
BambuTx1137	ENSG00000303018	0	0	0	13	12	12
BambuTx1138	BambuGene5159	0	0	0	2	0	3
BambuTx1139	BambuGene5270	0	0	0	10	1	6
BambuTx1140	ENSG00000139842	1	3	0	31	26	21
BambuTx1142	ENSG00000257826	0	0	0	19	8	27
BambuTx1143	ENSG00000309132	0	0	0	8	2	1
BambuTx1144	BambuGene5575	0	0	0	5	0	7
BambuTx1145	BambuGene5942	0	0	0	2	1	6
BambuTx1146	ENSG00000224650	3	5	1	3	4	5
BambuTx1147	BambuGene5639	0	0	0	2	5	4
BambuTx1148	ENSG00000293154	0	0	0	2	0	0
BambuTx1149	BambuGene6169	0	0	0	5	2	10
BambuTx1150	ENSG00000103740	4	1	0	3	0	0
BambuTx1152	BambuGene6265	0	0	0	6	0	2
BambuTx1153	BambuGene7123	0	0	0	2	2	4
BambuTx1154	BambuGene7019	1	3	1	5	0	0
BambuTx1155	BambuGene7023	0	0	0	6	1	1
BambuTx1156	BambuGene7971	12	2	1	10	1	8
BambuTx1157	BambuGene8796	5	3	0	6	6	6
BambuTx1158	BambuGene8942	0	0	0	6	2	11
BambuTx1159	ENSG00000306752	0	1	0	8	1	1
BambuTx1160	ENSG00000305155	1	1	1	5	7	4
BambuTx1161	ENSG00000167895	1	0	0	34	13	21
BambuTx1162	BambuGene8497	2	3	0	11	11	9
BambuTx1163	ENSG00000286426	0	0	0	7	2	3
BambuTx1164	BambuGene9391	2	2	1	5	4	1
BambuTx1165	ENSG00000286529	1	1	0	4	1	2
BambuTx1166	BambuGene9788	0	0	0	4	0	0
BambuTx1167	ENSG00000268189	4	0	0	2	0	3
BambuTx1168	BambuGene9964	1	1	0	3	16	4
BambuTx1169	ENSG00000105708	0	2	0	3	0	0
BambuTx1170	BambuGene11087	3	6	1	4	0	1
BambuTx1171	BambuGene10159	0	0	0	11	0	0
BambuTx1172	ENSG00000169035	0	0	0	6	5	6
BambuTx1174	ENSG00000176024	0	0	0	4	0	0
BambuTx1175	ENSG00000142396	0	0	0	203	169	233
BambuTx1176	ENSG00000157856	4	2	1	4	1	8
BambuTx1177	ENSG00000226833	2	3	0	2	10	2
BambuTx1178	BambuGene12442	0	0	0	3	5	1
BambuTx1179	ENSG00000298364	0	1	0	45	28	37
BambuTx1180	BambuGene11925	0	0	0	4	12	3
BambuTx1183	BambuGene12910	0	0	0	18	4	19
BambuTx1185	BambuGene13043	0	0	0	5	3	4
BambuTx1186	ENSG00000301745	0	0	0	22	7	14
BambuTx1187	ENSG00000309024	0	0	0	51	19	50
BambuTx1188	ENSG00000101342	0	0	0	7	6	9
BambuTx1189	BambuGene13570	0	0	0	4	1	5
BambuTx1190	ENSG00000124249	2	1	0	9	8	6
BambuTx1191	BambuGene13204	1	0	0	7	2	0
BambuTx1192	ENSG00000235277	0	0	0	7	2	16
BambuTx1193	ENSG00000157551	0	0	0	3	4	7
BambuTx1195	BambuGene13925	0	0	0	14	5	10
BambuTx1196	ENSG00000099954	0	0	0	4	6	4
BambuTx1197	BambuGene13963	0	0	0	7	0	2
BambuTx1198	ENSG00000290199	0	0	0	27	11	23
BambuTx1199	ENSG00000183066	0	1	0	2	2	1
BambuTx1200	ENSG00000306802	3	1	0	8	8	10
BambuTx1201	ENSG00000197385	1	1	0	4	1	3
BambuTx1202	ENSG00000157388	0	0	0	3	0	0
BambuTx1204	BambuGene14893	1	0	0	10	0	2
BambuTx1205	BambuGene14922	0	0	0	8	5	3
BambuTx1206	ENSG00000203645	0	0	0	59	21	37
BambuTx1208	BambuGene15628	0	0	0	5	2	0
BambuTx1209	BambuGene15628	0	0	0	5	1	0
BambuTx1210	BambuGene16195	0	2	0	4	7	1
BambuTx1211	ENSG00000173542	1	2	1	5	9	5
